title,price,house_area,land_area,location,date_posted
"Дом 402 м² на участке 11,8 сот.",110 000 000 ₽,402 м²,"11,8 сот.","д. ЛызловоРублёво-Успенское шоссе, 14 км",3 недели назад
"Дом 41,1 м² на участке 11 сот.",2 950 000 ₽,"41,1 м²",11 сот.,"с. КомарёвоКаширское шоссе, 94 км",24 июля 11:00
Дом 48 м² на участке 7 сот.,5 000 000 ₽,48 м²,7 сот.,"пгт. Поварово, СНТ ГеофизикЛенинградское шоссе, 31 км",3 недели назад
"Дом 110 м² на участке 5,6 сот.",10 300 000 ₽,110 м²,"5,6 сот.","д. ЧулковоРязанское шоссе, 19 км",7 дней назад
Коттедж 296 м² на участке 10 сот.,24 000 000 ₽,296 м²,10 сот.,"ДомодедовоНовокаширское шоссе, 17 км",3 марта 2023
Дача 70 м² на участке 6 сот.,2 000 000 ₽,70 м²,6 сот.,"СНТ ЭнергостроительЕгорьевское шоссе, 58 км",24 апреля 20:09
"Коттедж 95 м² на участке 1,1 сот.",8 800 000 ₽,95 м²,"1,1 сот.","ПушкиноЯрославское шоссе, 14 км",26 июля 16:25
"Дом 89,4 м² на участке 5,3 сот.",9 300 000 ₽,"89,4 м²","5,3 сот.","ЩёлковоЩёлковское шоссе, 15 км",18 сентября 2024
Дом 101 м² на участке 18 сот.,2 150 000 ₽,101 м²,18 сот.,"д. ДавыдовскаяЕгорьевское шоссе, 70 км",13 июня 2024
Дом 108 м² на участке 4 сот.,7 490 000 ₽,108 м²,4 сот.,"д. ПавловскоеВолоколамское шоссе, 28 км",3 апреля 14:34
Дача 72 м² на участке 6 сот.,1 750 000 ₽,72 м²,6 сот.,"садоводческое некоммерческое товарищество ХимикГорьковское шоссе, 53 км",31 июля 21:49
Дом 150 м² на участке 6 сот.,12 500 000 ₽,150 м²,6 сот.,"ПоваровоЛенинградское шоссе, 33 км",1 июля 22:15
Дом 50 м² на участке 12 сот.,2 600 000 ₽,50 м²,12 сот.,"пос. ПескиНоворязанское шоссе, 78 км",10 марта 11:43
Дом 90 м² на участке 6 сот.,3 950 000 ₽,90 м²,6 сот.,"д. СемёнковоЯрославское шоссе, 68 км",25 февраля 23:06
Дом 200 м² на участке 20 сот.,5 900 000 ₽,200 м²,20 сот.,"садовое товарищество ЗамоскворечьеКиевское шоссе, 50 км",10 августа 02:20
Дом 70 м² на участке 15 сот.,2 760 000 ₽,70 м²,15 сот.,"д. ЗолотовоЕгорьевское шоссе, 50 км",29 июня 15:18
"Дом 78 м² на участке 14,3 сот.",2 900 000 ₽,78 м²,"14,3 сот.","д. МисцевоЕгорьевское шоссе, 82 км",31 мая 15:36
"Дом 173,3 м² на участке 10 сот.",10 300 000 ₽,"173,3 м²",10 сот.,"Наро-ФоминскКиевское шоссе, 56 км",8 мая 14:59
"Дом 92 м² на участке 7,5 сот.",5 000 000 ₽,92 м²,"7,5 сот.","коттеджный пос. ЗемлякиДмитровское шоссе, 37 км",22 марта 19:35
Дом 496 м² на участке 22 сот.,15 500 000 ₽,496 м²,22 сот.,"СНТ Локомотив-3Пятницкое шоссе, 29 км",13 июля 12:40
Дом 92 м² на участке 9 сот.,4 990 000 ₽,92 м²,9 сот.,"д. Лисавино, ЛПХ ЛисавиноПятницкое шоссе, 28 км",14 мая 16:29
"Дом 181 м² на участке 6,8 сот.",13 680 000 ₽,181 м²,"6,8 сот.","с. Зелёная СлободаНоворязанское шоссе, 17 км",1 неделю назад
"Дом 67,5 м² на участке 17 сот.",4 500 000 ₽,"67,5 м²",17 сот.,"д. КошеровоЕгорьевское шоссе, 35 км",7 дней назад
Дом 121 м² на участке 7 сот.,8 000 000 ₽,121 м²,7 сот.,"Павловский Посад,коттеджный пос. Зелёный берег-3Горьковское шоссе, 49 км",2 недели назад
"Дом 130 м² на участке 8,5 сот.",7 500 000 ₽,130 м²,"8,5 сот.","дп. ЛуговоеКиевское шоссе, 66 км",1 час назад
"Дом 81,3 м² на участке 5,9 сот.",2 700 000 ₽,"81,3 м²","5,9 сот.","д. ВасилисиноМинское шоссе, 79 км",8 июля 16:43
"Дом 63,7 м² на участке 5,5 сот.",8 500 000 ₽,"63,7 м²","5,5 сот.","Ивантеевка, садовое товарищество КолосЯрославское шоссе, 17 км",4 августа 18:36
"Коттедж 430 м² на участке 15,6 сот.",110 000 000 ₽,430 м²,"15,6 сот.","КП Русская д.Волоколамское шоссе, 24 км",7 дней назад
"Дача 50 м² на участке 5,5 сот.",1 750 000 ₽,50 м²,"5,5 сот.","СНТ Мичуринец-2Носовихинское шоссе, 53 км",Вчера
Дом 120 м² на участке 4 сот.,5 745 000 ₽,120 м²,4 сот.,"д. ТашировоКиевское шоссе, 56 км",16 июня 2024
"Дом 260 м² на участке 6,6 сот.",29 990 000 ₽,260 м²,"6,6 сот.","СНТ КрасногорочкаКуркинское шоссе, 3 км",30 июля 2024
Дом 120 м² на участке 6 сот.,8 000 000 ₽,120 м²,6 сот.,"рп. имени ВоровскогоНосовихинское шоссе, 30 км",29 марта 2024
Дом 190 м² на участке 11 сот.,12 900 000 ₽,190 м²,11 сот.,"ТСН Лесная ЭлегияСимферопольское шоссе, 43 км",11 июля 2024
Коттедж 178 м² на участке 7 сот.,16 100 000 ₽,178 м²,7 сот.,"КП Лосиный паркЩёлковское шоссе, 8 км",7 августа 17:40
Дом 63 м² на участке 6 сот.,4 137 000 ₽,63 м²,6 сот.,"дачное некоммерческое партнёрство Стародачная Поляна-2Минское шоссе, 74 км",23 октября 2024
"Дом 59,1 м² на участке 10 сот.",7 400 000 ₽,"59,1 м²",10 сот.,"ТСН СНТ Красная Сторожка-1Ярославское шоссе, 64 км",7 августа 02:19
"Дом 167 м² на участке 7,6 сот.",13 300 000 ₽,167 м²,"7,6 сот.","дп. СнегириВолоколамское шоссе, 23 км",3 августа 20:53
"Дом 99,5 м² на участке 5 сот.",4 500 000 ₽,"99,5 м²",5 сот.,"с. ВишняковоНовокаширское шоссе, 26 км",6 декабря 2024
"Дом 94,4 м² на участке 7,2 сот.",7 500 000 ₽,"94,4 м²","7,2 сот.","пгт. УдельнаяБыковское шоссе, 14 км",30 апреля 22:50
Дом 126 м² на участке 10 сот.,8 900 000 ₽,126 м²,10 сот.,"д. Сонино, КП Новое СониноНовокаширское шоссе, 32 км",1 июля 16:27
Дом 95 м² на участке 4 сот.,6 245 000 ₽,95 м²,4 сот.,"д. ЗаболотьеКалужское шоссе, 36 км",4 часа назад
Дом 125 м² на участке 6 сот.,7 399 000 ₽,125 м²,6 сот.,"д. ХодаевоСимферопольское шоссе, 43 км",3 дня назад
"Дом 150,2 м² на участке 6 сот.",18 500 000 ₽,"150,2 м²",6 сот.,"д. СоколовоПятницкое шоссе, 37 км",3 дня назад
"Дом 110 м² на участке 5,6 сот.",10 300 000 ₽,110 м²,"5,6 сот.","д. ЧулковоРязанское шоссе, 19 км",7 дней назад
Коттедж 296 м² на участке 10 сот.,24 000 000 ₽,296 м²,10 сот.,"ДомодедовоНовокаширское шоссе, 17 км",3 марта 2023
Дача 70 м² на участке 6 сот.,2 000 000 ₽,70 м²,6 сот.,"СНТ ЭнергостроительЕгорьевское шоссе, 58 км",24 апреля 20:09
"Коттедж 95 м² на участке 1,1 сот.",8 800 000 ₽,95 м²,"1,1 сот.","ПушкиноЯрославское шоссе, 14 км",26 июля 16:25
"Дом 89,4 м² на участке 5,3 сот.",9 300 000 ₽,"89,4 м²","5,3 сот.","ЩёлковоЩёлковское шоссе, 15 км",18 сентября 2024
Дом 101 м² на участке 18 сот.,2 150 000 ₽,101 м²,18 сот.,"д. ДавыдовскаяЕгорьевское шоссе, 70 км",13 июня 2024
Дом 108 м² на участке 4 сот.,7 490 000 ₽,108 м²,4 сот.,"д. ПавловскоеВолоколамское шоссе, 28 км",3 апреля 14:34
Дача 72 м² на участке 6 сот.,1 750 000 ₽,72 м²,6 сот.,"садоводческое некоммерческое товарищество ХимикГорьковское шоссе, 53 км",31 июля 21:49
Дом 150 м² на участке 6 сот.,12 500 000 ₽,150 м²,6 сот.,"ПоваровоЛенинградское шоссе, 33 км",1 июля 22:15
Дом 90 м² на участке 7 сот.,5 800 000 ₽,90 м²,7 сот.,"с. РечицыЕгорьевское шоссе, 41 км",10 октября 2024
Дом 645 м² на участке 9 сот.,60 000 000 ₽,645 м²,9 сот.,"с. Петрово-ДальнееРублёво-Успенское шоссе, 12 км",1 неделю назад
Дом 66 м² на участке 6 сот.,3 600 000 ₽,66 м²,6 сот.,"пгт. ПоваровоПятницкое шоссе, 32 км",3 дня назад
"Дом 154,4 м² на участке 7 сот.",12 141 000 ₽,"154,4 м²",7 сот.,"д. ПоповкаЕгорьевское шоссе, 30 км",2 июня 18:32
Дом 125 м² на участке 6 сот.,5 745 000 ₽,125 м²,6 сот.,"д. ДмитровкаРогачёвское шоссе, 30 км",2 февраля 15:10
Дом 50 м² на участке 12 сот.,2 600 000 ₽,50 м²,12 сот.,"пос. ПескиНоворязанское шоссе, 78 км",10 марта 11:43
Дом 90 м² на участке 6 сот.,3 950 000 ₽,90 м²,6 сот.,"д. СемёнковоЯрославское шоссе, 68 км",25 февраля 23:06
Дом 200 м² на участке 20 сот.,5 900 000 ₽,200 м²,20 сот.,"садовое товарищество ЗамоскворечьеКиевское шоссе, 50 км",10 августа 02:20
Дом 70 м² на участке 15 сот.,2 760 000 ₽,70 м²,15 сот.,"д. ЗолотовоЕгорьевское шоссе, 50 км",29 июня 15:18
"Дом 78 м² на участке 14,3 сот.",2 900 000 ₽,78 м²,"14,3 сот.","д. МисцевоЕгорьевское шоссе, 82 км",31 мая 15:36
"Дом 173,3 м² на участке 10 сот.",10 300 000 ₽,"173,3 м²",10 сот.,"Наро-ФоминскКиевское шоссе, 56 км",8 мая 14:59
"Дом 92 м² на участке 7,5 сот.",5 000 000 ₽,92 м²,"7,5 сот.","коттеджный пос. ЗемлякиДмитровское шоссе, 37 км",22 марта 19:35
